,tweet,label,prediksi
173,"Masyaallah, asli baru kali ini sy melihat saudara2 kita berkebutuhan khusus dapat perhatian dari Capres yg akan berlaga di Pemilu, so mana Capres mu, Ini Capres ku @aniesbaswedan",0,negatif
174,Dibanding elu dan Anies jelas bisa,1,positif
175,"Ga minat juga, mau siapa pon, bodo amat... Kami hanya dukung Anies Baswedan 😁😁😁😁",1,positif
176,"Kau guobloook cuuk, orang memilih ya sesuai selera, harus tahu kemampuannya, jangan memilih kucing dalam karung......ambyaaaar cuk !!",0,negatif
177,"Yakinlah Sentral Harapan untuk 5 tahun kedepan dirasa hanya Anies Baswedan yg menjanjikan, sebab beliau sudah terkesan sangat menguasai semua keadaan..
Tentu solusi-solusi spektakuler yang kita harapkan.
#AniesDiakui #AniesPresiden2024",1,positif
178,"Menteri Jkw yg oposisi itu ada 3;

Menparekraf @sandiuno oposisi sejati, bkn sejateng apalagi sejabar, masuk PPP biar bs pasangan dgn GP?

Menhan @prabowo oposisi moderat tp berani nyapres ngajak Gibran?

Mendiknas @aniesbaswedan oposisi garis keras krn KERAP dituduh dipecat Jkw?",0,negatif
179,Insha Allah Dukung @ganjarpranowo untuk ikhlas menerima @aniesbaswedan sbg PRESIDEN REPUBLIK INODESIA,1,positif
180,Sudah hianat kok mereka (PS &amp; Gerindra) dgn bergabung dgn Jokowi &amp; PDIP.. Saatnya kita tinggal kan mereka dan beralih mendukung dan memilih ke @aniesbaswedan &amp; 3 partai koalisi perubahan 👍👍,2,neutral
181,Bilang ganjar gak punya apa apa... harta kekayaanx aja lebih besar dr @aniesbaswedan  dan ganjar dimodalin oligarki.. gila lu .. sembako dana2 kampanye dan buzzer kayak lu itu didanai oleh lembaga negara dan oligarki monyet,0,negatif
182,"Pemikiran seperti Ini hanya Bisa dimiliki bagi Yg akalnya Masih sehat, Tdk terkontaminasi dengan kebencian, dendam, suka nyinyir.",0,negatif
183,Barakallahu fiikum pak Anies Baswedan dan segenap para pendukung nya,1,positif
184,Demi jabatan Budi Sudjatmiko rela menjadi penghianat,0,negatif
185,Dimana ketika manusia2 demokrat dapat angin segar. Tp ketika hati dan pikirannya busuk mereka semua simpah serapah dan caci maki @aniesbaswedan  dan kawan2 koalisi.. itulah demokrat. Dan anda Jansen gak malu y ma @aniesbaswedan ??,0,negatif
186,"Hai @rachlannashidik
@NasDem @PDemokrat @PKSejahtera dalam KPP pendukung @aniesbaswedan punya wakil di Tim 8

Anies ketemu 1 Ketum, 2 Ketum Parpol yg lain jg ditemui

Terkait cawapres &amp; kapan deklarasi pasti jg dibahas di tim 8 yg direct access ke Ketum Parpol masing²
Lebay loe‼️",0,negatif
187,Hoax pala loe kudisan niieessss @aniesbaswedan ...rekam jejak loe selama 5 tson lebih mimpin DKI ngga kan bisa TERHAPUS..DAN ITU FAKTANYA!!! Buat ibu2 JANGAN termakan omongan bajingan Yaman Pembual ini yaaa???,0,negatif
188,"Demi persatuan dan perubahan yg memajukan sumber daya manusia maka kita dukung @ganjarpranowo untuk tidak mendukung @aniesbaswedan sebagai PRESIDEN REPUBLIK INDONESIA Tahun 2024,insha allah amin",1,positif
189,"Calon presiden RI 2024 adalah seorang yg jujur, bukan tukang ngibul. Anies bisa menjadi capres 2024 tahun lagi.",0,negatif
190,Bila jujur menilai dan obyektif memandangnya. Anies Baswedan Tokoh terbaik untuk membawa Perubahan dan Perbaikan yang Berkeadilan Indonesia 👌,1,positif
191,"RG angkuh,merasa diri paling pintar,seorg atheis di percaya,dibandngkan dg ulama oleh org goblok segurun pasir memang anj*ing ekoboy ini,",0,negatif
192,Berarti Mengakui yah... Di Golongan Kelompok Kaum Bani Kadrun Bin Kampret Ada Politik IdentitasNya,0,negatif
193,"Pak @aniesbaswedan emang paling top 👍👍👍
Insya Allah 2024 jadi presiden RI",1,positif
194,"Blangkon tapi isinya timteng , jadi bungkusan usang saja..imaging by foto lawas. Malah blurrrrrr..😎🤓😁🤔😵‍💫🫨🥵😱🤪",1,positif
195,"Tolong kami pak Anis , saya TKW ingin pulang ke Indonesia saya baru 6 bulan kerja anak saya sakit , tolong pak Anis saya di qasim bantu aku keluar",1,positif
196,"Mantap pak @aniesbaswedan memang cerdas menilai gerakan para politikus busuk, penghianat seperti @sandiuno",1,positif
197,Koalisi PERLUBAHAN,2,neutral
198,"Ijazah Jelas, silsilah keluarga meyakinkan Karya Nyatanya membanggakan dan mengagumkan itulah dia, Anies Baswedan 👌
#AniesBerhasil #AniesPresiden2024",1,positif
199,Pada akhirnya sematan “omong kosong para pembenci dan para buzzerRp tolol” itulah yang pantas untuk menjelaskan keadaan yang sebenarnya.,0,negatif
200,Siapa yang mecat drun....kan pindah ke esdm. Kalo yang gagal ya dipecat cotohnya anies baswedan.,0,negatif
201,"Even masih ada akan hilang dg sendirinya pak.. haters will always hate regardless.

educate educate educate cerdaskan anak bangsa👏👏👏😍😎💛

@aniesbaswedan",1,positif
202,Itu blangkon  ndes....ngerti gak ndes  aku orang jawa ndes gondes,0,negatif
203,Koalisi KPP @NasDem @PDemokrat @PKSejahtera minim iklan capresnya di baliho2 Caleg mereka....sepertinya ga kompak 🤣🤣. Padahal masih jutaan rakyat yg nanya2 siapa sih @aniesbaswedan ? Beda dengan koalisi seberang 😁,0,negatif
204,"Anies Baswedan adlh jawaban tokoh &amp; figur Presiden RI 2024

Riwayat Hidup
Riwayat Keluarga
Riwayat Pendidikan
Tak ada Riwayat Pelanggaran HAM

Rekam sukses jd Menteri &amp; Gubernur
Lihat, Baca, Searching &amp; Googling 

Kompetisi Kalah Menang tergantung Wasitnya The Actors The Prediksi",1,positif
205,Aksi presisi selanjutnya penetapan tersangka @aniesbaswedan  &amp; Roki gerung,0,negatif
206,"Noted ya @budimandjatmiko 
""Kita perkuat dan minimalisir kemungkinan kalah....""
Apapun akan mereka lakukan untuk menjegal @aniesbaswedan",0,negatif
207,"Survei Terbaru, Suara Anies Baswedan Melonjak Berkat Kerja Relawan 
https://t.co/pH6kmgqaUv",0,negatif
208,"Krisis kelaparan yg telah menelan korban di Papua menjadi alarm betapa pentingnya masalah kedaulatan pangan di Indonesia. 
https://t.co/aLz164Ohn0
@jokowi
@cakimiNOW 
@prabowo
@ganjarpranowo 
@aniesbaswedan",1,positif
209,Kampanye Anies Baswedan,1,positif
210,"Lu mau ngoceh2 kaya apa tau....
Susah menutupi fakta kalau @aniesbaswedan itu...",0,negatif
211,kadal gurun pecinta sumur !!!,0,negatif
212,"https://t.co/YWRiuEuuiU
Silahkan lanjutkan ekonomi/penghasilan orang menengah kebawah akan ditutup lagi.",1,positif
213,Kok bisa mas jd faktor X aku masih gk ngerti kenapanya.,0,negatif
214,"Bapak ketua golkar ngpp kale yah, nga dukung pak Anies Baswedan sebagai Capres 2024, tapi kalo akar rumput menginginkan mendukung... Kan si anu... Juga nga bisa menghalangi....heheeee.... Maju pantang mundur pak Anies capres 2024.",1,positif
215,"P Anies Baswedan the best leader...paket komplit....insha Allah amanah .. berwibawa...jelas rekam jejaknya, jelas babat bibit bebet bobotnya....",1,positif
216,"Mantap
Anies - Susi",1,positif
217,"Boleh2 aja asal partai pngusungny bsa memnuhi pt nya, tp yg jd pertanyaan partainy bs mmnuhi dgn koalisi ngk,spertny msh abu2😂🤭",0,negatif
218,JIS karya kebanggaan @aniesbaswedan gimana kabarnya..?,1,positif
219,Perubahan KE TOLOL AN ....,0,negatif
220,"Bela saja terus orang sana.
Jangan kau bela orang sini.

Kata2 sederhana ini akan membuatmu sadar.",0,negatif
221,"Klo ni kacungnya partai, lapor bos safari dmna lg bsok n klo bs jetnya dkluarin lg capek suka lama sampe k lokasi",0,negatif
222,Tapi KACUNG nya partai.,0,negatif
223,Susi Pudjiastuti jadi pendamping Anies Baswedan di Pilpres 2024? https://t.co/HtZMAAKDAg,1,positif
224,"Berarti yg calonkan &amp; yg mau ibu Susi sbg cawapres @aniesbaswedan sudah kehabisan pikir. Anies &amp; partai pengusungnya berarti sdh kehabisan pikir. 
🤣🤣🤣",1,positif
225,Setuju,0,negatif
226,mana mungkin.. saya jamin bubar itu koalisi,0,negatif
227,"Gimana gak panik. 
Kesana kemari gak ada yg mau jd cawapresnya
😅😅😅

Udah lah, si gerunt aja noh",0,negatif
228,"wahh parah nyapres kok gunakan preman

#AniesBaswedan #AniesRadikal #PemiluSerentak2024 #Pemilu2024 #LikeForLikes #Trending #FolloMe #Trending",0,negatif
229,"Sudah dibilang semua parpol itu jadul, pas bu susi masih single ga dilirik, gitu sudah didekati anies yang lain pada cemburu kebakaran jenggot. Bu susi itu faktor ""X"" untuk pemilu selanjutnya",1,positif
230,"Anies ngaca dulu dong

#AniesBaswedan #AniesRadikal #PemiluSerentak2024 #Pemilu2024 #LikeForLikes #Trending #FolloMe #Trending",1,positif
231,"ini jadi gubernur dan menteri aja tidak becus malah mau jadi presiden lagi

#AniesBaswedan #AniesRadikal #PemiluSerentak2024 #Pemilu2024 #LikeForLikes #Trending #FolloMe #Trending",0,negatif
232,"Yahhh..kalah lagi, gak seru ahh..",1,positif
233,Sekolah bisa mengurangi pengangguran,1,positif
234,Anda sudah berjalan dijalan yg benar bu 😅👏🏻🤝🏻,0,negatif
235,"Perbandingan hasil kerja gubernur  @aniesbaswedan dan presiden ...jauh level hasil dan  manfaatnya meskipun di fitnah pasukan cebong binaan #BajinganTolol 
#10AgustusMakzulkanJokowi",0,negatif
236,Anies baswedan gagal nyapres karena masalah internal koalisi,0,negatif
237,Anies baswedan gagal nyapres karena masalah internal koalisi,0,negatif
238,Anies baswedan gagal nyapres karena masalah internal koalisi,0,negatif
239,Anies baswedan gagal nyapres karena masalah internal koalisi,0,negatif
240,Anies baswedan gagal nyapres karena masalah internal koalisi,0,negatif
241,Tapi kok dipecat?,0,negatif
242,Ini mas kok bisa??,0,negatif
243,"Mantap...
Anies Baswedan Hadiri Rakernas Relawan Go-Anies pada Pilpres 2024 https://t.co/ibk771RhJK…
Dukung #2024AniesPresiden",1,positif
244,anda bisa diem enggak sih .. bermuka 2. hati2 pak @aniesbaswedan  dgn org ini.,1,positif
245,Kok sewot kenapa wong sudah jelas2 gini,1,positif
246,"Waduh, SS-nya",0,negatif
247,"Kalau jadi capres dan cawapres independen tanpa parpol itu saya percaya bukan petugas partai..

Tapi kalo masih butuh dan lewat parpol untuk jadi capres dan cawapres gak usah ngibul kalo merasa bukan petugas partai...",2,neutral
248,"pak @prabowo semakin sekuler dan liberal ketika merangkul @psi_id 

jadi makin yakin kalo pak @aniesbaswedan lah pilihan terbaik untuk 2024",1,positif
249,"Nama mu bagus tp otak mu isiya cuma ngejelekin @aniesbaswedan hidup ngak se anjing itu say....
Benci boleh tp otak jangan ditaruh dipantai...tar kamu kena pisula ani baru tahu rasa loe.",0,negatif
250,"Nga heran nanti @psi_id koalisi dgn @NasDem dan @PDemokrat dukung @aniesbaswedan jadi RI1. Karna sekarang ketahuan PSI ini partai bunglon. You pay, I talk. You pay, I act. You die, I walk. Jadi @jokowi selama ini cm tunggangan PSI doang.",0,negatif
251,"Jgn bw2 nama pahlawan,nnk moyang kt adlh pejuang.... Soal pilpres soal kita sekrg,mereka para syuhada yg telah gugur mengusir penjajah dr tanah air biar kan ia bersemayam dihati bangsanya tanpa tersekat dgn kondis politik saat ini....hidup pahlawan...utk para pejuang Alfatihah..",1,positif
252,Mantap selamat berjuang untuk @aniesbaswedan  sebagai presiden yang akan datang,1,positif
253,"Owh.....pendukung @aniesbaswedan, kagak heran siiih Narasinya begono, salam buat Titisan Firaun, kalau bangun kota megah, dari dulu Firaun juga bisa, pantesan rata rata pendukung Wan Jembut model nya seperti ini semuaaaahnyaaah yak😁😁😁",1,positif
254,"Dipecat krn ngebuka borok korupsi di kemen pendidikan, tolong logika nya di pake",0,negatif
255,@aniesbaswedan itu siapa? Presiden kah?,1,positif
256,Kasihan bu susi..,0,negatif
257,Anies sudah sangat banyak membohongi masyarakat !! waspada !!   #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies https://t.co/Yt5uX1mhBd,1,positif
258,Berbahaya sekali anies bisa membuat kacau negara indonesia  #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies https://t.co/q1as1nmdCJ,1,positif
259,Anies hanya akan membuat permasalahan baru terus !!   #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies https://t.co/AHYijtnVyS,1,positif
260,Lebih banyak membohongi warga indonesia !  #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies https://t.co/caRfZBeeVa,1,positif
261,"Korupsi anies sudah sangat keterlaluan, jangan percaya dengan dia !!   #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies https://t.co/dndD7BvFsu",1,positif
262,"Bu susi yezzz ,sebelahnya maless👎👎👎...sayang bu @susipudjiastuti nya...",0,negatif
263,"Terus poles @aniesbaswedan ..biar citra nya bagus...apakah dia sudah pasti nyalon??
Dan apakah partai koalisi sudah jelas??
Tifa tifa...tifu",0,negatif
264,"Seluruh RAKYAT YG WARAS AKAN PILIH @aniesbaswedan 
RAKYAT ASLI
BUKAN RAKYAT ABAL2",1,positif
265,Qiqiqi..SOSIOLOG #OTAKKOSLET @musniumar  Minta #NITIZEN jangan2 BULLY @aniesbaswedan  Gegara DIA SHARED PHOTO FAKE #JOHANIES  pas lagi naek haji,0,negatif
266,laporan ka dunungan.... 🤣🤣,0,negatif
267,itu bisa saja terjadi makanya panik banget klu sampe pak @aniesbaswedan  menang,0,negatif
268,"Layak Pemeriksaan @FIFAWorldCup tertutup, bermodal merumput rezim berupaya  membegal karya @aniesbaswedan #BajinganTolol jahat bukan 
#10AgustusMakzulkanJokowi 
#10AgustusMakzulkanJokowi",0,negatif
269,Betul itu.,0,negatif
270,Iyaaa ini udah ku pake paket data ku,0,negatif
271,"Audit kinerja itu lebih baik biar terlihat Semua.
Soal sodetan Ciliwung siapa yang berjuang berani dan melaksanakan tugas dengan cara humanis rasa keadilan untuk kebaikan semuanya, lurah saja acungi parang
@aniesbaswedan",1,positif
272,Jangan berdebat dgn ODGJ merasa waras otak mereka sdh korslet alias dungu permanen,0,negatif
273,"pdhl eluu rasa ny mau budir yaa, lihat @aniesbaswedan sm mukidi ketemuan 😁",1,positif
274,"Di ganti dengan alasan di pecat bos ,itu fakta tinggal di terima apa susahnya sih",0,negatif
275,"1:21 yg paling lucu adalah si kuntet, kata ny ""ini proyek mercusuar""🤣

kasihn sbnarny mereka, yg d otak ny cuma @aniesbaswedan dan @aniesbaswedan😆",0,negatif
276,Berat lah boss om anis nya sama aja petugas partai malah bisa jadi lebih parah dari petugas partai lah naiknya aja harus cari dukungan partai  gimana bisa kalau gk ada deal2 an dulu,0,negatif
277,"Siapapun cawapresnya saya setuju dan akan tetap coblos Anies Baswedan sebagai Presiden Republik Indonesia di tahun 2024! 
Karena pasti cawapresnya sesuai dengan kriteria bapak Anies!",1,positif
278,@mohmahfudmd  dan @susipudjiastuti  baru jos tum,0,negatif
279,Saya juga punya,0,negatif
280,Jukung larut cil.. sadang mangayuh pulang.. babuihan muntung promosi.. larang saku bayaran.. 🤣🤣🤣,0,negatif
281,Ganjar Pranowo ist the Best,2,neutral
282,"Saya kira di utus oleh rakyat TAPI TERNYATA urusan partai juga, DASAR MANUSIA BANGSAT YG TOLOL.",0,negatif
283,Selama Undang Undang  Mengenai Syarat Pencapresan tidak diubah.....sampai kapan yg namanya Capres itu sama aja Petugas Partai karena mereka dicalonkan oleh Partai2...dari sini ngerti kgk kalian?,0,negatif
284,"Insyaallah mas @aniesbaswedan 2024 Presiden
insyaallah beliau akan mencabut UU yg mengekang kebebasan berpendapat.",1,positif
285,"Pernah dibahas sama Anies Baswedan: berikan bantuan pendidikan untuk anak petani sampai perguruan tinggi, buat dia tidak malu jadi anak petani dan membuat inovasi untuk sektor pertanian.",1,positif
286,Mau cari kambinghitam siapa ?? Yg berkuasa skrg itu siapa...otak kau goblok...mau cuci otak orng trs ..trs ngapain dia bercokol 10thn disitu ?? Ngarit ??,0,negatif
287,"Tuh @S4N_W1B1  langsung dijawab sama bu @susipudjiastuti ..
Emang bu @susipudjiastuti the best💯",1,positif
288,Goblok bner ini berdasi siapa lagi...?? Yg berdasi skrg dr merah smua...goblok...msh bilang berdasi siapa lg yg mau dikambinghitamkan?? 10thanun bilangnya kerja..kerja ngapain aja kalau msh byk koruptor ?? Taunya yg korup dr orang yg pilih dia smua goblok kau,0,negatif
289,Kasian AHY nanti nangis sedih.,1,positif
290,Berbahaya sekali anies bisa membuat kacau negara indonesia  #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies,1,positif
291,Anies sudah sangat banyak membohongi masyarakat !! waspada !!   #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies,1,positif
292,"Korupsi anies sudah sangat keterlaluan, jangan percaya dengan dia !!   #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies",1,positif
293,Lebih banyak membohongi warga indonesia !  #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies,1,positif
294,Anies hanya akan membuat permasalahan baru terus !!   #Anies #AniesBaswedan #AniesGabener #WanAbud #AniesPenipu #TolakAnies,1,positif
295,"Presiden pertama aja rokoan kok, cerutu pula.",0,negatif
296,"Ungkapan Bu Susi bukan krn tdk mau, tapi beliau sadar diri. Tdk punya kendaraan politik (bkn org partai)
Beda ceritanya klu dia dipilih dan direstui partai politik.",1,positif
297,Semoga nasibnya Guru menjadi lebih baik saat Bapak menjadi presiden nanti. Aamiin.,1,positif
298,"Kalo pak Anies Baswedan jadi presiden, si tukang bohong mesti dijadiin Mentri urusan pendusta, untuk ngurusin manusia2 pendusta 😁",0,negatif
299,"REKAM JEJAK 5 TAHUN ANIES BASWEDAN DI DKI JAKARTA 
2017 - 2022
Satu periode memang kurang sempurna tdk bisa memuaskan hati semua orang tetapi di masa Pak Anies inilah Jakarta mengalmi KEMAJUAN yg sangat signifikan di semua bidang dlm sejarah DKI Jakarta .",1,positif
300,"Banyak didukung oposisi, tapi tidak di calonkan parpol ya percuma
Ada masalah berarti
Artinya terbantahkan sebutan bukan petugas partai.",0,negatif
301,"Saya dukung bapak jadi capres..
Timbul tenggelam bersama rakyat...tapi untuk presiden saya pilih pak Anies Baswedan 🤣🤣🤣",0,negatif
302,"Pencapresan Anies Baswedan memang terasa absurd. Sebenarnya Anies Baswedan disupport oleh oligarki, seperti Riza Chalid, pengusaha minyak di Singapura. Jadi Anies Baswedan tak alergi dengan oligarki juga (Anus Isa).",1,positif
303,"Amanah tidak akan pernah salah memilih pundak 

Seperti cinta yang tak akan pernah salah memilih hati",0,negatif
304,"Si wanita binal berkedok dokter kalengan karatan si tifa alias tipu fasilitas, yg masih bangga bergelar doktor abal-abal @DokterTifa ..

Piala bergilir para dakocan @aniesbaswedan , meronta-ronta seakan benar..
Nyatanya, kentut semua isi ocehannya.. 🤣🤣🤣🤣🤣..

Mikiiiir..!!?",0,negatif
305,Kalau tahu cuma sepotong2 jg nyinyir malu maluin tuh yg nyolatin dan nguburin nenek hindun bukan  si Rahman s tapi Kader PKS yg tak lain pendukung Anies dalam pilkada DKI intinya jg asal nguap kalau cuma ngibul,0,negatif
306,Bukan Aneh.Tapi nyata Bapak Anies Cinta Pendidikan.dipecat oleh karna Pak Anies panatik Islam.,1,positif
307,"Tumben blak-blakan hehe

Airlangga Setuju JK, Golkar Tak Mungkin Dukung Anies Baswedan 

https://t.co/OkFaGBIICx",0,negatif
308,KALO ADA YG BILANG ANIES BASWEDAN BAJINGAN TOLOL APA PERASAAN MU..... ITU AJA,0,negatif
309,"Hah ??
Pede bgt menyebut panik.. 🤣🤣",0,negatif
310,mereka khawatirkan bisnisnya bila @aniesbaswedan  2024 menang jd presiden,1,positif
311,Yang bacot pasti bajingan tengik otak kebo...😂😂😂😂,0,negatif
312,"Wkwkwk.....Gimana kalau jadi presiden, pasti bawa atau ngurusi kecantikan istrinya  melulu sampai ke luar negeri, bisa  Rusak negara  kalau seperti ini presidennya.",1,positif
313,Bagus jadi bahan ajar di kampus pak 😎,1,positif
314,Master ngibul dan master kurang bayar,0,negatif
315,"coBa...itu di cek dulu ot4k nya, dari gerombolan mana mungkin dari gerombolan pembenci Anies x?",1,positif
316,"Gitu-gitu juga dulu SMA 3 yogya, walau kagak selesai",1,positif
317,"Persis bangun Jis... nda pake hutang...

Ya kan syid @aniesbaswedan @PKSejahtera",1,positif
318,Kegoblokanmu sama persis jabatanmu de 🤣,0,negatif
319,"Mau ijazah apapun, saya salut ama Bu Susi karena jujur dan jelas Ijazah nya asli.. Ketimbang ada Presiden yang di gugat rakyat nya karena Ijazah SD SMP SMA nya Palsu malah ga bisa buktikan...",0,negatif
320,"Gini amat cara menjilatnya, para buzzeRp berlagak seperti preman penjaga rezim, tdk ada ruang berbeda pendapat bagi mereka yg dijamin oleh demokrasi.",0,negatif
321,co.N9or _co.N9oR pemb3nc! Anies begitu saNgat luar biasa...Tak sadar boRok gerombolan nya sendri Lebih gede anggaran nya?😂,0,negatif
322,Nggak ada jaminan namun setidaknya manusia ber ikhtiar untuk perubahan yg lebih baik,1,positif
323,Lo Capres AB ini masih hidup kah? Kirain sdh tenggelam dalam sumur resapan #seriusnanya,0,negatif
324,Seperti karya nyata yang telah Pak @aniesbaswedan bangun untuk Jakarta akan dikenang sebagai monumental bersejarah untuk bangsa &amp; negara...,1,positif
325,"Bukan nyetor, tapi ga bisa di ajak 'main'..
Liat aja kementerian yang mereka tinggalkan, gimana bro?
Terbaru kmrn kementerian pendidikan..",0,negatif
326,80% rakyat udah puas saat ini dengan pak Jokowi. PKS dan konco2nya gak dibutuhkan lagi tauu..😁🤪👎,0,negatif
327,Guru mengaji cocok...,1,positif
328,Apa LG ente pemuja koruptor rezim pembodohan. .kodok ngok,0,negatif
329,Org klu bodoh ya seperti kamu tuh...tuh junjungannya yg suka baca komik malah jijik lihatnya mending pak anis,0,negatif
330,"ga ah, pilih yang lain aja.",1,positif
331,Oh tadi nya cuma pedagang jam kw ya.... Pantesan si dia ini doyan perempuan kw... 😛,0,negatif
332,Pantes bumn pada bangkrut komisaris isinya model begini,1,positif
333,"Anies Baswedan terburuk katamu?mate picek🤣sorry ye ANIES BASWEDAN TERBAIK SEPANJANG MASA,ex gub sebelum pak Anies ,banjir ampe istana ,terburuk dialamatkan kpd ex gub sebelum pak Anies cocok",1,positif
334,Pemuja koruptor pasti ngegas,0,negatif
335,"Sbg org landscape, mmg proy itu gak layak. Teknologi insinerator/Refuse Derived Fuel dampak negatifnya terlalu besar pd lingkungan. Lokasinya di sunter lg, kawasan perumahan dan bisnis. Harga tanah udah 40-50jt/m² di kawasan itu. Terlalu mahal investasinya.",0,negatif
336,Gak usah dikatain juga emang dia udah representasi dari 2 kata itu kok..,0,negatif
337,"Lihatlah DKI Jakarta setelah 5 tahun dipimpin Anis. 
Rumah DP 0% gagal total
Sumur resapan gagal &amp; hancur
Sodetan Ciliwung gagal &amp; mandek
Normalisasi sungai mandek 
Banyak warga DKi ga punya WC
Stadion JIS ?
Kelebihan bayar banyak proyek?
Monas ditebang hancur, FORMULA E ?
Hancur",0,negatif
338,"Emm nganu, dia bukan petugas partai
Dia cuma ditugaskan partai (kalau jadi sih)",0,negatif
339,"Sekolah bagi pemabuk agama itu nggak penting, cukup modal kata2 ' KAFIR &amp; -BID'AH -KOMUNIS ' mereka akan mendapatkan jatah kavling syurga",1,positif
340,Kamu itu komisaris tolol,0,negatif
341,Saatnya Guru Jadi Presiden PeKaEs...,1,positif
342,"Narasimu basi,,, 😄",0,negatif
343,"Iya, dia pakai ""Guru"" padahal sekolah SD diblokir jalannya, bukankah itu kesewenangan terhadap guru",1,positif
344,"Dan selalu saya INGAT juga sebagai guru PAI yang diangkat oleh pemda, bahwa beliau juga yang membuat guru PAI yang belum sertifikasi tidak dapat TAMSIL dengan Permendikbud nomor 17 Tahun 2016",1,positif
345,"Betul. Di saat kita malas, kita bodoh, kita ga mau berjuang dan selalu menyalahkan oranglain , menyalahkan keadaan. Disitulah kemiskinan bermula.",0,negatif
346,Dede kasih pantat aja.... Biar g marah,1,positif
347,"Betapa rusak nya rezim bajingan ini menempatkan bajingan tolol sbg komisaris digaji duit rakyat, tdk ada manfaat nya, rezim ini sgr hrs diakhiri, menunda sama dgn buat kehancuran.",0,negatif
348,"Logika sungsang pantesan BUMN banyak yg rugi, isinya sampah",0,negatif
349,"Insa Allah 2024 pak anies presiden.....
Saatnya imigran yaman memimpin nkri karena tanah Nusantara pemberian Tarim....
Rakyat Makmur damai sejahtera serta merdeka berkat rahmat para habib...
Pengen Makmur aman damai seperti negara yaman pilih bapak anies baswedan.",1,positif
350,Loh jangan marah juga kalau di panggil PENYUKA LOBANG PANTAT..😂😂😂,1,positif
351,Guru yang suka melet-melet basahin bibirnya,0,negatif
352,"Setara berantakan kaya jakarta seperti saat di pimpin @aniesbaswedan ... ihh... Amit..amit... Coba bayangkan.. seluruh rumah sakit di indonesia di ganti nama menjadi rumah sehat.. seluruh nama jalan protokol di indonesia di ganti nama , patung bambu mesum dimana mana ??? Ancuurr",1,positif
353,Naik jet susi wkwkwkwk,1,positif
354,komisaris mesum bin cabul ...komisaris taik ..lo mash az belain bajingan tolol yg mau jual negara,0,negatif
355,"mantabsss...
terima kasihh sdh melambung kn nm pak @aniesbaswedan ..cukk😚",1,positif
356,"Lol! Par tai nasdem belum bubar?
Serius nanya 🤣🤣🤣",0,negatif
357,Mohon maaf kali ini sy sekeluarga ke pak @aniesbaswedan 🙏,0,negatif
358,"Pemimpin itu yang dinilai kebijakan nya, bukan penampilan nya. Kebijakan yang pro pd rakyat baik yang kaya apalagi yang kismin, kebijakan yang tdk menyengresarakan(sengsara rakyat dibuatnya)",1,positif
359,Ini sebenarnya gagasannya menampilkan foto catatan tangan boy sadikin tapi narasinya baca buku tentang ali sadikin dan karyanya? Saya nggak paham,0,negatif
360,Lingkarannya gak cukup,0,negatif
361,"Dari jawabn di postingan ini, trlihat ada yg mndukung ada yg tidak. Dulu ""bang Ali"" jg kontroversi di zamannya. Tp beliau disukai banyak org, dan jg dihujat banyak org. Dikenal krn karya dan gebrakannya memajukan Jakarta. Walau penuh kontroversi. Buat sy Gubernur paling ganteng.",1,positif
362,"jabatan lo tinggal menghitung bulan, siap2 jual jam kw lagi😁😁😁",0,negatif
363,"AHLAK BUMN , PAJAK RAKYAT UNTUK BAYAR TUSBOL LGBT KAYA GINI OM @erickthohir  PLEASEEE DEH GA MASUK AKAL",0,negatif
364,"Kuy ah segera merapat
Acara akan dimulai
#pkspelayanrakyat
#jalansehat
@aniesbaswedan 
@PKS_Bandung 
@pksjabar",1,positif
365,"Komisaris BAJINGAN GUOBLOK bencong yg loe sodomi sdh bayar belum?
Komisaris otak sungsang LOE kelamaan di selangkangan GANJA PORNOWO sih",0,negatif
366,"mending gk usah lahh pak @aniesbaswedan , diajak diskusi ntarr gk nyambung jg .. paling cengegesan 🤭",0,negatif
367,Cocok jd presiden sumbar saja 🤣,1,positif
368,"Guru??
Ahhhh.... 
Saya Indonesia ASLI 100%...
Indonesia 100% harga mati.... 
Bangga jd Indonesia NGAK perlu arab2an atur negeri ini!!!",1,positif
369,Kapan pak @aniesbaswedan berkunjung ke kota purwokerto iya ?,0,negatif
370,Setuju Ng,0,negatif
371,Biawak belum sarapan neh.... meracau terus...,0,negatif
372,Buzzer cebong Rp PKI lgi posting adu domba anak bangsa 😝😝😝😝,0,negatif
373,Saatnya bacapres (balik lagi) jadi Guru,1,positif
374,Dari pada masuk got baca komik ?,0,negatif
375,Dasar moto picek kuping budeg.... Asu kabeh...bajingan ndlogok...,0,negatif
